availability,price,product_page_url,rating,title
In stock,£15.40,https://books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html,star-rating One,"Vampire Knight, Vol. 1 (Vampire Knight #1)"
In stock,£53.82,https://books.toscrape.com/catalogue/vampire-girl-vampire-girl-1_92/index.html,star-rating Two,Vampire Girl (Vampire Girl #1)
In stock,£30.95,https://books.toscrape.com/catalogue/twenty-love-poems-and-a-song-of-despair_91/index.html,star-rating Four,Twenty Love Poems and a Song of Despair
In stock,£57.82,https://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html,star-rating Five,Travels with Charley: In Search of America
In stock,£44.18,https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html,star-rating Two,Three Wishes (River of Time: California #1)
In stock,£48.71,https://books.toscrape.com/catalogue/this-one-moment-pushing-limits-1_88/index.html,star-rating One,This One Moment (Pushing Limits #1)
In stock,£19.69,https://books.toscrape.com/catalogue/the-zombie-room_87/index.html,star-rating Five,The Zombie Room
In stock,£36.52,https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html,star-rating Two,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)"
In stock,£41.56,https://books.toscrape.com/catalogue/the-tumor_85/index.html,star-rating Five,The Tumor
In stock,£43.19,https://books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,star-rating Four,The Story of Hong Gildong
In stock,£12.34,https://books.toscrape.com/catalogue/the-silent-wife_83/index.html,star-rating Five,The Silent Wife
In stock,£36.25,https://books.toscrape.com/catalogue/the-silent-twin-detective-jennifer-knight-3_82/index.html,star-rating Three,The Silent Twin (Detective Jennifer Knight #3)
In stock,£29.45,https://books.toscrape.com/catalogue/the-selfish-gene_81/index.html,star-rating One,The Selfish Gene
In stock,£34.56,https://books.toscrape.com/catalogue/the-secret-healer_80/index.html,star-rating Three,The Secret Healer
In stock,£54.12,https://books.toscrape.com/catalogue/the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html,star-rating Three,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)"
In stock,£33.78,https://books.toscrape.com/catalogue/the-republic_78/index.html,star-rating Three,The Republic
In stock,£29.64,https://books.toscrape.com/catalogue/the-odyssey_77/index.html,star-rating Three,The Odyssey
In stock,£57.70,https://books.toscrape.com/catalogue/the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html,star-rating Four,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1)
In stock,£36.34,https://books.toscrape.com/catalogue/the-nicomachean-ethics_75/index.html,star-rating One,The Nicomachean Ethics
In stock,£50.59,https://books.toscrape.com/catalogue/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html,star-rating Three,The Name of the Wind (The Kingkiller Chronicle #1)
In stock,£29.38,https://books.toscrape.com/catalogue/the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html,star-rating One,The Mirror & the Maze (The Wrath and the Dawn #1.5)
In stock,£45.42,https://books.toscrape.com/catalogue/the-little-prince_72/index.html,star-rating Two,The Little Prince
In stock,£54.43,https://books.toscrape.com/catalogue/the-light-of-the-fireflies_71/index.html,star-rating One,The Light of the Fireflies
In stock,£36.26,https://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html,star-rating Two,The Last Girl (The Dominion Trilogy #1)
In stock,£16.16,https://books.toscrape.com/catalogue/the-iliad_69/index.html,star-rating One,The Iliad
In stock,£36.29,https://books.toscrape.com/catalogue/the-hook-up-game-on-1_68/index.html,star-rating Five,The Hook Up (Game On #1)
In stock,£27.89,https://books.toscrape.com/catalogue/the-haters_67/index.html,star-rating Five,The Haters
In stock,£12.29,https://books.toscrape.com/catalogue/the-girl-you-lost_66/index.html,star-rating Five,The Girl You Lost
In stock,£15.85,https://books.toscrape.com/catalogue/the-girl-in-the-ice-dci-erika-foster-1_65/index.html,star-rating Three,The Girl In The Ice (DCI Erika Foster #1)
In stock,£14.40,https://books.toscrape.com/catalogue/the-end-of-the-jesus-era-an-investigation-1_64/index.html,star-rating One,The End of the Jesus Era (An Investigation #1)
In stock,£19.18,https://books.toscrape.com/catalogue/the-edge-of-reason-bridget-jones-2_63/index.html,star-rating Four,The Edge of Reason (Bridget Jones #2)
In stock,£10.64,https://books.toscrape.com/catalogue/the-complete-maus-maus-1-2_62/index.html,star-rating Three,The Complete Maus (Maus #1-2)
In stock,£14.76,https://books.toscrape.com/catalogue/the-communist-manifesto_61/index.html,star-rating Three,The Communist Manifesto
In stock,£57.49,https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html,star-rating Three,The Bhagavad Gita
In stock,£30.66,https://books.toscrape.com/catalogue/the-bette-davis-club_59/index.html,star-rating Three,The Bette Davis Club
In stock,£40.83,https://books.toscrape.com/catalogue/the-art-of-not-breathing_58/index.html,star-rating Four,The Art of Not Breathing
In stock,£18.88,https://books.toscrape.com/catalogue/taking-shots-assassins-1_57/index.html,star-rating Two,Taking Shots (Assassins #1)
In stock,£25.83,https://books.toscrape.com/catalogue/starlark_56/index.html,star-rating Three,Starlark
In stock,£42.12,https://books.toscrape.com/catalogue/skip-beat-vol-01-skip-beat-1_55/index.html,star-rating Three,"Skip Beat!, Vol. 01 (Skip Beat! #1)"
In stock,£13.33,https://books.toscrape.com/catalogue/sister-sable-the-mad-queen-1_54/index.html,star-rating Three,Sister Sable (The Mad Queen #1)
In stock,£42.40,https://books.toscrape.com/catalogue/shatter-me-shatter-me-1_53/index.html,star-rating One,Shatter Me (Shatter Me #1)
In stock,£58.35,https://books.toscrape.com/catalogue/shameless_52/index.html,star-rating Three,Shameless
In stock,£21.72,https://books.toscrape.com/catalogue/shadow-rites-jane-yellowrock-10_51/index.html,star-rating Four,Shadow Rites (Jane Yellowrock #10)
In stock,£44.91,https://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html,star-rating Two,Settling the Score (The Summer Games #1)
In stock,£37.46,https://books.toscrape.com/catalogue/sense-and-sensibility_49/index.html,star-rating One,Sense and Sensibility
In stock,£28.48,https://books.toscrape.com/catalogue/saga-volume-1-saga-collected-editions-1_48/index.html,star-rating One,"Saga, Volume 1 (Saga (Collected Editions) #1)"
In stock,£28.34,https://books.toscrape.com/catalogue/rhythm-chord-malykhin_47/index.html,star-rating Two,"Rhythm, Chord & Malykhin"
In stock,£46.96,https://books.toscrape.com/catalogue/rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html,star-rating Five,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)"
In stock,£24.96,https://books.toscrape.com/catalogue/paradise-lost-paradise-1_45/index.html,star-rating One,Paradise Lost (Paradise #1)
In stock,£21.71,https://books.toscrape.com/catalogue/paper-girls-vol-1-paper-girls-1-5_44/index.html,star-rating Four,"Paper Girls, Vol. 1 (Paper Girls #1-5)"
In stock,£29.87,https://books.toscrape.com/catalogue/ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html,star-rating Three,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)"
In stock,£28.99,https://books.toscrape.com/catalogue/origins-alphas-05_42/index.html,star-rating One,Origins (Alphas 0.5)
In stock,£52.94,https://books.toscrape.com/catalogue/one-second-seven-7_41/index.html,star-rating Two,One Second (Seven #7)
In stock,£32.36,https://books.toscrape.com/catalogue/on-the-road-duluoz-legend_40/index.html,star-rating Three,On the Road (Duluoz Legend)
In stock,£55.66,https://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,star-rating Two,Old Records Never Die: One Man's Quest for His Vinyl and His Past
In stock,£39.45,https://books.toscrape.com/catalogue/off-sides-off-1_38/index.html,star-rating Five,Off Sides (Off #1)
In stock,£47.11,https://books.toscrape.com/catalogue/of-mice-and-men_37/index.html,star-rating Two,Of Mice and Men
In stock,£58.75,https://books.toscrape.com/catalogue/myriad-prentor-1_36/index.html,star-rating Four,Myriad (Prentor #1)
In stock,£38.92,https://books.toscrape.com/catalogue/my-perfect-mistake-over-the-top-1_35/index.html,star-rating Two,My Perfect Mistake (Over the Top #1)
In stock,£39.39,https://books.toscrape.com/catalogue/ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html,star-rating Four,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)"
In stock,£25.89,https://books.toscrape.com/catalogue/meditations_33/index.html,star-rating Two,Meditations
In stock,£28.34,https://books.toscrape.com/catalogue/matilda_32/index.html,star-rating One,Matilda
In stock,£27.70,https://books.toscrape.com/catalogue/lost-among-the-living_31/index.html,star-rating Four,Lost Among the Living
In stock,£24.89,https://books.toscrape.com/catalogue/lord-of-the-flies_30/index.html,star-rating Three,Lord of the Flies
In stock,£58.99,https://books.toscrape.com/catalogue/listen-to-me-fusion-1_29/index.html,star-rating Three,Listen to Me (Fusion #1)
In stock,£57.20,https://books.toscrape.com/catalogue/kitchens-of-the-great-midwest_28/index.html,star-rating Five,Kitchens of the Great Midwest
In stock,£38.43,https://books.toscrape.com/catalogue/jane-eyre_27/index.html,star-rating Five,Jane Eyre
In stock,£34.74,https://books.toscrape.com/catalogue/imperfect-harmony_26/index.html,star-rating Four,Imperfect Harmony
In stock,£40.44,https://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html,star-rating Four,Icing (Aces Hockey #2)
In stock,£45.24,https://books.toscrape.com/catalogue/hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html,star-rating Three,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)"
In stock,£34.96,https://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html,star-rating Four,Having the Barbarian's Baby (Ice Planet Barbarians #7.5)
In stock,£56.76,https://books.toscrape.com/catalogue/giant-days-vol-1-giant-days-1-4_22/index.html,star-rating Four,"Giant Days, Vol. 1 (Giant Days #1-4)"
In stock,£40.28,https://books.toscrape.com/catalogue/fruits-basket-vol-1-fruits-basket-1_21/index.html,star-rating Five,"Fruits Basket, Vol. 1 (Fruits Basket #1)"
In stock,£38.00,https://books.toscrape.com/catalogue/frankenstein_20/index.html,star-rating Two,Frankenstein
In stock,£28.80,https://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html,star-rating Three,Forever Rockers (The Rocker #12)
In stock,£39.24,https://books.toscrape.com/catalogue/fighting-fate-fighting-6_18/index.html,star-rating Three,Fighting Fate (Fighting #6)
In stock,£32.93,https://books.toscrape.com/catalogue/emma_17/index.html,star-rating Two,Emma
In stock,£51.32,https://books.toscrape.com/catalogue/eat-pray-love_16/index.html,star-rating Three,"Eat, Pray, Love"
In stock,£47.09,https://books.toscrape.com/catalogue/deep-under-walker-security-1_15/index.html,star-rating Five,Deep Under (Walker Security #1)
In stock,£28.42,https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html,star-rating Four,Choosing Our Religion: The Spiritual Lives of America's Nones
In stock,£22.85,https://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html,star-rating Three,Charlie and the Chocolate Factory (Charlie Bucket #1)
In stock,£41.24,https://books.toscrape.com/catalogue/charitys-cross-charles-towne-belles-4_12/index.html,star-rating One,Charity's Cross (Charles Towne Belles #4)
In stock,£39.07,https://books.toscrape.com/catalogue/bright-lines_11/index.html,star-rating Five,Bright Lines
In stock,£29.82,https://books.toscrape.com/catalogue/bridget-joness-diary-bridget-jones-1_10/index.html,star-rating One,Bridget Jones's Diary (Bridget Jones #1)
In stock,£37.26,https://books.toscrape.com/catalogue/bounty-colorado-mountain-7_9/index.html,star-rating Four,Bounty (Colorado Mountain #7)
In stock,£20.30,https://books.toscrape.com/catalogue/blood-defense-samantha-brinkman-1_8/index.html,star-rating Three,Blood Defense (Samantha Brinkman #1)
In stock,£34.65,https://books.toscrape.com/catalogue/bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html,star-rating Five,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)"
In stock,£43.38,https://books.toscrape.com/catalogue/beyond-good-and-evil_6/index.html,star-rating One,Beyond Good and Evil
In stock,£55.53,https://books.toscrape.com/catalogue/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html,star-rating One,Alice in Wonderland (Alice's Adventures in Wonderland #1)
In stock,£57.06,https://books.toscrape.com/catalogue/ajin-demi-human-volume-1-ajin-demi-human-1_4/index.html,star-rating Four,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)"
In stock,£16.97,https://books.toscrape.com/catalogue/a-spys-devotion-the-regency-spies-of-london-1_3/index.html,star-rating Five,A Spy's Devotion (The Regency Spies of London #1)
In stock,£53.98,https://books.toscrape.com/catalogue/1st-to-die-womens-murder-club-1_2/index.html,star-rating One,1st to Die (Women's Murder Club #1)
In stock,£26.08,https://books.toscrape.com/catalogue/1000-places-to-see-before-you-die_1/index.html,star-rating Five,"1,000 Places to See Before You Die"
